-1.060074191125765530e+01,-1.976979488666123785e+01,-2.626882751440601993e+01,-2.922010942573208681e+01,-2.822505364489724400e+01,-2.341804796889765683e+01,-1.544830515081504885e+01,-5.392183120100935589e+00,5.392183120100927596e+00,1.544830515081504174e+01,2.341804796889764972e+01,2.822505364489724400e+01,2.922010942573209036e+01,2.626882751440602348e+01,1.976979488666125206e+01,1.060074191125765886e+01
-1.968277771318225788e+01,-3.670728723016285500e+01,-4.877427420460974616e+01,-5.425402518014075781e+01,-5.240646942316207912e+01,-4.348112957631354902e+01,-2.868342224292745257e+01,-1.001185979530453274e+01,1.001185979530452030e+01,2.868342224292744191e+01,4.348112957631353481e+01,5.240646942316207912e+01,5.425402518014076492e+01,4.877427420460975327e+01,3.670728723016289052e+01,1.968277771318226499e+01
-2.594497741194600593e+01,-4.838594185832589289e+01,-6.429211674097936680e+01,-7.151528500284636891e+01,-6.907991774520472461e+01,-5.731492481103478553e+01,-3.780923368817254726e+01,-1.319719604752624065e+01,1.319719604752622288e+01,3.780923368817252594e+01,5.731492481103477132e+01,6.907991774520472461e+01,7.151528500284636891e+01,6.429211674097938101e+01,4.838594185832593553e+01,2.594497741194601304e+01
-2.849019239097174605e+01,-5.313262642993687734e+01,-7.059920485149233116e+01,-7.853096945415485663e+01,-7.585669147690995828e+01,-6.293754697927040098e+01,-4.151833801309334859e+01,-1.449184743719510138e+01,1.449184743719508184e+01,4.151833801309332728e+01,6.293754697927037967e+01,7.585669147690995828e+01,7.853096945415485663e+01,7.059920485149234537e+01,5.313262642993691998e+01,2.849019239097175316e+01
-2.695378463052735540e+01,-5.026731129062540759e+01,-6.679195902013708519e+01,-7.429598257695778329e+01,-7.176592199850892939e+01,-5.954347598545966491e+01,-3.927935359878366484e+01,-1.371033685417993020e+01,1.371033685417991244e+01,3.927935359878365063e+01,5.954347598545965070e+01,7.176592199850892939e+01,7.429598257695779751e+01,6.679195902013709940e+01,5.026731129062545023e+01,2.695378463052736251e+01
-2.155586625783438848e+01,-4.020049333236992339e+01,-5.341582102374545826e+01,-5.941704609858204833e+01,-5.739366985658691078e+01,-4.761896047115629926e+01,-3.141304660832710738e+01,-1.096462673534310994e+01,1.096462673534309573e+01,3.141304660832709317e+01,4.761896047115628505e+01,5.739366985658691078e+01,5.941704609858205544e+01,5.341582102374547247e+01,4.020049333236995892e+01,2.155586625783439558e+01
-1.306976537378586833e+01,-2.437438651177192739e+01,-3.238711168820498898e+01,-3.602577796796482090e+01,-3.479896330742396771e+01,-2.887235582450319527e+01,-1.904637670023669216e+01,-6.648078862986568360e+00,6.648078862986559479e+00,1.904637670023668505e+01,2.887235582450318816e+01,3.479896330742396771e+01,3.602577796796482090e+01,3.238711168820499609e+01,2.437438651177194870e+01,1.306976537378587366e+01
-2.711235872298880967e+00,-5.056304316567201695e+00,-6.718490844933691974e+00,-7.473307956248945061e+00,-7.218813417043835834e+00,-5.989378125040938805e+00,-3.951044128961373580e+00,-1.379099729774265093e+00,1.379099729774263317e+00,3.951044128961372248e+00,5.989378125040937029e+00,7.218813417043835834e+00,7.473307956248945949e+00,6.718490844933693751e+00,5.056304316567206136e+00,2.711235872298881411e+00
8.035716488415598491e+00,1.498616493762847135e+01,1.991264877080801909e+01,2.214981904769404508e+01,2.139553352580464463e+01,1.775166264451134523e+01,1.171033135771839184e+01,4.087454931879456410e+00,-4.087454931879451081e+00,-1.171033135771838651e+01,-1.775166264451134168e+01,-2.139553352580464463e+01,-2.214981904769404863e+01,-1.991264877080802265e+01,-1.498616493762848378e+01,-8.035716488415602043e+00
1.763143888560601624e+01,3.288165425053539082e+01,4.369102000539388087e+01,4.859967140822448073e+01,4.694466788729855011e+01,3.894952683880821809e+01,2.569403636395803403e+01,8.968423902584836682e+00,-8.968423902584824248e+00,-2.569403636395802337e+01,-3.894952683880821098e+01,-4.694466788729855011e+01,-4.859967140822448783e+01,-4.369102000539388797e+01,-3.288165425053541924e+01,-1.763143888560602335e+01
2.470120846024292760e+01,4.606638184380891943e+01,6.121003509673475662e+01,6.808693393333331301e+01,6.576831505951005852e+01,5.456732080208550428e+01,3.599670750237665828e+01,1.256453938982978968e+01,-1.256453938982977192e+01,-3.599670750237663697e+01,-5.456732080208549007e+01,-6.576831505951005852e+01,-6.808693393333332722e+01,-6.121003509673477083e+01,-4.606638184380895495e+01,-2.470120846024293471e+01
